row ID,QUALIFIED
61099,0
70356,0
31781,1
80026,0
27808,1
64048,0
47162,0
12035,0
53848,1
40190,0
58071,0
42841,0
106989,0
28334,0
29277,1
99557,0
106757,0
32888,1
1148,1
34163,0
31775,0
67845,0
105867,0
86366,0
90824,0
12553,1
21168,1
9246,0
55506,1
42700,0
32740,1
16031,0
87940,0
26658,0
105468,0
16866,0
33481,0
30266,0
88002,0
11975,1
24000,1
67846,0
59439,0
104072,0
23094,1
75847,0
60896,0
23909,0
91966,0
61022,0
44515,1
49973,0
57607,0
71008,0
106535,0
82585,0
61294,1
61657,0
65949,0
24956,1
53309,0
6948,0
100728,0
82109,0
62343,0
63997,1
87598,0
33452,0
52399,0
81570,0
77807,0
84383,0
55049,0
65255,0
38197,1
60933,0
73096,0
23114,1
14074,0
40418,1
6387,0
57739,0
55869,0
99485,0
39935,0
98981,0
19546,0
86553,0
46261,1
33639,0
16476,1
16197,0
69704,0
49627,0
79873,1
76250,1
65109,0
48561,1
62708,0
19258,0
38226,1
96400,0
32045,0
93995,0
741,0
87094,0
41930,0
14648,0
79141,0
58334,0
11073,0
31114,1
18607,0
74714,0
46325,0
44308,0
44846,0
72812,0
74572,1
14711,0
56376,0
99789,0
88190,0
41840,1
19518,1
54787,0
96610,0
24860,0
99226,0
42873,0
102704,0
37054,0
69381,0
80773,0
2586,0
95862,0
4910,1
18185,0
17851,0
26258,0
67390,0
104560,0
82136,0
48487,1
99377,0
104371,0
102297,0
54538,0
29121,0
90421,0
41121,1
18421,1
31791,0
100459,0
65098,0
2945,0
31272,0
65226,0
3987,0
23644,0
58736,0
60416,0
27983,0
101369,0
21439,0
24244,0
80485,1
20691,1
53259,1
48362,0
96822,0
86520,0
59432,0
14492,0
62375,0
98954,1
93997,0
835,0
40683,1
107084,0
73018,0
26505,1
71030,0
106341,0
51207,0
34066,0
51183,0
95687,0
81349,0
84515,0
49248,0
15867,0
20027,0
17077,0
89094,0
34110,0
18422,1
17622,0
75807,1
31667,0
26928,0
91429,0
78815,0
73456,1
96755,0
52867,0
85597,0
4597,0
46032,0
22790,0
50455,0
13118,1
51293,0
62031,0
91763,0
19235,0
70456,0
67568,0
49119,0
28343,0
950,0
27762,0
51388,0
6448,0
14477,0
59701,0
20408,1
81376,0
23217,0
46724,0
85173,0
42493,0
86904,0
76009,0
86878,0
4206,0
14829,0
72391,0
77707,0
8330,0
99625,0
26778,0
73809,0
57833,0
91231,1
62134,0
17083,1
22020,0
63180,0
50881,1
68964,0
87539,0
94945,1
73042,0
86149,0
76434,0
97168,0
83792,0
60862,0
97051,0
59689,0
5939,0
16235,0
48485,0
59179,1
47059,0
97867,0
41494,0
26516,0
35333,1
11169,1
4841,1
4981,0
39124,1
39862,1
15494,1
48763,0
101529,0
64396,1
21784,1
39921,0
23444,0
55063,0
82025,1
29965,1
67864,0
98550,0
65201,0
25401,0
54674,0
96525,0
77809,0
81439,0
30216,0
39773,0
86945,0
71563,0
38415,0
10849,1
59328,0
82399,0
2310,0
76258,0
19713,0
53666,0
18836,0
22804,1
89948,0
44285,1
55385,0
28066,1
44976,0
11399,0
47738,0
44034,1
48433,0
84365,0
85633,0
22281,1
104102,0
33618,1
30834,1
42607,0
31396,0
79473,0
54541,0
62742,0
27027,0
88480,0
2796,0
92890,0
8339,0
17613,1
21164,0
5764,0
8317,0
35394,0
51662,0
89621,0
65738,0
59456,0
73587,1
33867,0
31277,0
48039,0
57539,0
37176,1
50669,0
72815,0
86404,0
85093,0
67068,0
76208,0
63675,0
39187,0
92980,0
81645,0
46476,0
76824,0
11654,1
88818,0
39510,1
25039,0
10033,0
31169,1
96236,0
36950,1
49680,0
10169,0
33468,0
103564,0
73412,1
12685,0
67431,0
15949,1
41999,1
60489,0
66470,0
76637,1
56402,0
105096,0
97073,0
86890,0
85495,0
41591,1
87263,0
76380,0
21486,0
11053,1
69918,0
94281,0
25371,0
10827,1
25614,1
11017,0
61739,0
23794,1
93974,0
43003,0
25174,1
105010,0
104616,0
25513,0
13031,0
86480,0
86029,0
47793,0
17135,0
32553,0
97225,0
102255,0
93804,0
68833,1
29771,1
50039,0
63647,0
36032,0
89967,0
19654,0
101966,0
61699,0
2704,0
44521,0
5002,1
40973,0
94124,0
106876,0
50740,0
25839,0
20227,0
83385,0
85220,0
81855,0
65707,0
102876,0
78331,1
38654,1
67038,0
61488,1
75467,1
50707,0
50145,0
22193,0
94981,1
16080,0
17050,0
82898,0
37935,0
107142,0
79838,0
21600,1
106538,0
78239,1
34173,0
100413,0
97816,0
55934,0
68931,0
20954,0
71080,0
55656,0
14564,0
85307,0
29864,0
92847,0
2697,0
24513,1
74313,0
79965,0
75083,0
58101,0
102136,0
18376,1
32342,1
96633,0
35949,1
58871,0
39579,1
46043,0
83289,0
39302,0
95111,0
19133,0
34165,0
61172,0
100285,0
28734,0
20178,0
93122,0
51971,0
13585,1
79158,0
87603,0
55295,0
64835,0
67334,0
88321,0
98235,0
1174,1
19987,1
104307,0
5418,0
95176,0
26695,0
51180,0
103899,0
85417,0
66879,0
15499,0
15099,0
61651,0
103944,0
84730,0
62268,0
59146,0
73276,0
12280,1
96931,0
29272,1
88393,0
29924,1
13579,0
65846,0
92387,0
81531,0
106761,0
59943,0
4794,0
61802,0
30698,1
72479,0
40063,0
69232,0
95743,0
25864,1
48527,0
97544,0
78020,0
88271,0
10701,0
73541,0
3587,1
51661,0
63947,0
36637,1
30293,1
3260,1
20798,1
23192,1
24199,0
91346,0
13103,0
103970,0
45526,0
64571,0
6890,0
57991,0
26379,1
48563,0
25819,0
106076,0
47227,0
103504,0
40039,0
51711,0
39653,0
7650,0
92832,0
10586,0
61493,0
40158,0
101328,0
60881,0
47870,1
10459,1
76419,0
2091,0
55356,0
101270,0
80657,0
99360,0
74603,0
7269,0
78091,1
82513,0
46621,0
65549,0
71785,1
24004,1
15702,0
41674,1
67686,0
75352,1
4642,0
22865,0
7263,0
66567,0
91524,1
83138,0
116,1
99329,0
3425,0
87634,0
88380,1
83267,0
19589,0
70600,0
6413,1
88325,0
86896,0
74166,1
25787,0
96177,0
72211,0
56055,0
16238,0
63208,0
101085,0
56812,0
35838,1
8334,0
50244,0
66282,0
9349,0
21182,1
13097,1
14747,0
35018,1
56271,0
1493,0
31015,0
29799,1
70827,0
17577,0
46285,0
78950,0
103995,0
101640,0
40934,0
45920,0
17647,0
59920,0
60642,0
29050,0
10002,1
67773,0
82403,0
80503,0
66210,0
77085,0
70819,0
10351,0
24515,1
9156,0
102670,0
79383,1
28797,1
65305,0
31685,0
105063,0
55139,0
51341,0
98279,0
80411,0
1807,0
29932,0
97944,0
70946,0
88423,0
3459,1
84909,0
101674,0
38806,0
69079,1
92806,0
87861,0
89019,0
46618,0
79840,1
44816,0
80299,0
88454,0
75220,0
74642,0
74661,1
78682,0
82092,0
85605,0
11562,1
19502,1
60431,0
7937,1
40266,1
72329,0
39101,0
59113,0
13891,0
61874,0
28377,0
103126,0
63655,1
101575,1
52501,0
7643,1
101235,0
17397,0
42018,1
2565,0
6030,0
48010,0
3588,0
38229,0
29133,1
51608,0
8768,1
36253,0
77320,0
40851,0
80361,0
53496,1
20305,0
4595,0
55496,0
73521,0
24545,1
60373,1
101306,1
38124,0
9878,0
22329,0
3738,0
62812,1
22103,1
73592,0
19765,0
100547,0
41050,1
28935,1
48627,0
69625,0
78742,0
39989,0
82742,1
8351,1
39546,0
41132,1
49570,0
49659,1
61861,0
59808,0
23482,1
80860,1
69851,0
38543,0
47110,0
99833,0
3557,1
4415,0
19937,0
33988,0
80543,0
36847,0
61462,0
97716,0
47505,0
54414,0
89068,0
50022,1
35805,0
21792,0
56956,0
81329,0
76803,0
3956,0
29317,1
78093,0
58955,0
21460,0
21814,0
74035,0
78177,0
10253,1
20205,0
93627,0
104941,0
71911,1
95974,0
90307,0
31929,0
50974,0
15508,0
46119,0
27893,0
29022,0
85507,0
78393,0
3597,0
35473,0
105494,0
25380,0
14350,0
11438,0
38526,0
22129,0
68122,0
39177,1
52796,0
101946,0
23924,1
14360,0
31382,1
37140,1
48964,0
101113,0
50981,0
87285,0
57943,0
69485,0
30868,1
9206,0
78335,0
54886,0
52700,1
51799,0
7899,0
97653,0
69429,0
29624,1
30366,0
28495,0
8830,0
27430,0
20187,0
90777,0
83313,0
100251,0
50588,1
88663,0
84313,0
73609,0
55559,0
42675,1
4527,0
48471,0
72758,1
90559,0
72143,0
48366,0
25648,0
72219,0
59797,0
100102,0
49038,0
33549,1
103542,1
72721,0
42598,1
101752,0
13913,0
5949,0
59071,1
20759,0
13397,0
5447,0
57045,1
18497,0
60940,0
9950,0
34137,0
49877,0
70610,0
105213,0
35798,1
102587,0
50944,0
2041,1
100230,0
62277,0
53564,0
98599,0
278,0
60365,0
92452,0
100294,1
44118,1
7536,0
13390,0
45508,0
106783,0
93024,0
33816,1
58683,0
63575,0
103423,0
33826,0
26917,0
67813,0
82262,0
52712,0
13383,1
52687,0
11820,1
92090,0
20034,0
87958,0
59553,0
70240,0
72886,0
34093,1
73595,1
89205,0
55119,0
43941,0
49200,1
94978,0
11649,0
95681,0
12729,0
16345,0
102432,0
65715,0
86256,0
37728,1
104365,0
6663,1
84239,0
1595,1
81218,0
93654,0
15810,0
50052,0
63412,0
86986,0
52892,0
80618,0
27573,0
91292,0
81825,0
468,0
105992,0
33387,1
65649,1
71855,1
98995,0
78814,0
42367,0
35627,0
4326,0
66972,0
60653,0
45090,0
26089,1
79591,1
58501,0
1218,0
68335,0
51725,0
46236,1
83510,0
94527,0
53582,0
100770,0
544,0
24920,1
103684,0
36988,1
105204,0
69107,0
19089,1
23198,1
87928,0
68140,1
82023,0
27715,0
38115,0
26240,1
99756,0
8826,0
48669,1
83362,0
66764,0
15968,0
26820,0
44523,1
21679,0
58234,0
29635,0
24494,1
64847,0
66384,1
22131,0
13225,1
102777,0
86407,0
48770,0
35846,0
50612,1
70006,0
58714,0
44588,1
89693,0
57429,0
105278,0
50888,0
25774,0
61098,1
19131,1
82472,0
101227,0
71562,0
63708,0
25934,1
75638,0
10429,1
81014,0
11400,0
64746,0
30605,0
31211,0
73377,0
22765,0
7646,0
9017,0
30479,0
24966,0
76475,0
65126,0
52310,0
44468,1
12403,0
76325,0
71356,0
24089,0
59761,0
23256,0
66945,0
77161,0
88487,1
62993,0
26596,0
24326,0
37416,0
11117,0
33209,1
84388,1
93880,1
48783,0
49921,1
81761,1
38949,0
11792,0
12292,0
26512,1
102866,0
15067,0
99588,0
95782,0
18252,1
43361,0
86484,0
92895,0
42997,0
72562,0
92559,0
25438,0
59070,0
93330,0
46117,0
45794,0
29847,1
62970,0
88551,0
74373,0
94291,0
38836,0
10262,0
87711,0
85487,0
55642,0
9919,1
61219,1
54685,0
78121,0
37774,0
78793,0
41816,0
50123,0
106712,0
29851,0
45199,0
102007,0
84731,0
46344,0
38209,0
100840,0
54453,0
7727,0
60958,0
43144,1
94407,0
85526,0
50658,0
42991,1
29283,0
29740,0
28330,0
45385,0
4915,0
80732,1
99421,0
48329,0
22580,0
42090,0
59980,0
59687,0
49645,0
95669,0
52976,0
15814,1
91807,0
102436,0
61360,0
31940,0
3007,1
76719,0
98013,0
70854,0
10991,0
8912,0
21716,1
55594,1
99774,0
100710,0
27899,1
42727,0
63770,0
33019,1
56449,0
19218,1
41293,0
59726,0
77431,0
104755,0
103327,0
104055,0
96777,0
30559,1
49272,1
95045,0
59208,0
62816,0
12611,0
6253,0
48509,0
37831,0
26753,1
9244,0
81816,0
37814,1
90376,0
32741,0
49307,0
70269,0
91165,0
39867,1
28059,1
36418,0
60690,0
40050,0
52600,0
71713,0
17531,0
88255,0
42068,1
4407,1
8991,0
27886,1
10104,0
32939,0
15775,1
2783,0
70766,0
87617,0
83773,0
72412,0
7683,0
24944,1
67314,0
64989,0
7001,0
36095,0
64734,0
18702,0
22437,0
86291,0
36698,0
102,0
26374,0
46019,0
103861,0
93542,0
19155,0
14376,0
48789,1
222,1
14874,1
78637,0
47518,0
94306,0
74380,0
2119,0
28646,1
34443,1
98121,0
24292,0
36590,0
45390,0
1934,0
53572,0
28534,1
84545,0
50333,0
85881,0
56644,0
48522,0
36982,0
32063,1
102242,0
35137,1
100458,0
38467,0
14179,0
75589,0
20275,0
28907,0
33741,0
72520,0
89278,0
55395,0
56529,0
36936,1
93108,0
34245,1
87604,0
9564,0
53102,0
33912,0
91660,0
104630,0
91842,0
9635,0
11475,0
28898,0
35133,0
98076,0
84202,0
76936,1
75490,0
42128,0
45137,0
53290,1
91502,0
69795,0
97935,0
49606,0
23713,1
12795,0
38511,0
94554,0
5166,1
15962,1
18354,0
16471,0
91465,0
79912,0
85132,0
50850,0
12,0
11639,0
55137,0
33627,0
101764,0
67019,0
34132,0
93657,0
106724,0
19912,1
44237,0
102751,0
56639,0
103667,0
25870,0
3662,1
5639,1
86784,0
100836,0
28755,0
30297,0
71211,0
58415,0
29939,0
104215,1
93911,0
90369,0
10732,0
57743,0
19752,0
9695,0
77240,0
13972,0
74499,0
45251,0
25311,0
18736,0
6629,1
49509,0
47944,0
67286,1
70272,0
7418,0
101115,0
99166,0
38410,0
9205,0
20298,0
101717,0
36923,0
21180,0
18475,0
97523,1
69368,0
74309,0
87776,0
18679,0
23599,1
18418,1
88704,0
68994,1
14785,0
94439,0
4485,0
71350,1
74527,0
56603,1
97181,0
99330,0
50020,0
98107,0
61153,0
42033,1
28457,0
65457,0
89056,0
26667,0
104155,1
34158,0
1170,0
80247,1
97176,0
8194,0
66102,1
54737,0
4757,0
64500,0
31492,1
5445,0
8582,0
56830,0
34621,0
15750,0
68431,1
17511,0
99211,0
70293,0
69599,0
27333,0
12697,0
5307,0
99797,1
68027,0
85027,0
93498,0
31990,0
78215,0
1899,0
35193,1
7865,0
18979,1
79461,0
40071,0
17811,1
79950,0
24186,0
57823,0
27389,0
49192,0
3364,0
2925,1
5007,1
56116,0
76058,0
66440,0
66263,0
91680,1
29042,0
67458,0
55842,0
938,0
7347,0
21192,0
14756,0
54893,0
49146,0
5189,0
16820,0
52811,0
73665,1
1775,0
68916,0
72942,0
5240,1
48529,0
18297,1
2985,1
12864,1
96973,0
99382,0
74321,0
92711,0
73755,0
1255,0
58997,0
98417,0
86607,0
40289,0
44741,0
99459,0
53251,0
64816,0
41665,0
64689,0
61693,1
41886,0
17826,1
82695,0
2445,0
86649,0
69993,0
97711,0
49447,0
22041,0
104539,0
38021,1
8124,0
73433,0
36448,0
22276,0
59448,0
38558,0
12180,0
105850,0
74754,0
78570,1
20162,1
35413,0
106060,0
12821,0
15729,0
69127,0
21215,1
47038,1
26171,0
63995,0
23725,0
81807,0
37030,0
64445,1
8376,1
50264,0
32091,0
45556,0
72656,0
1253,0
20966,1
17510,0
81744,0
9703,1
29629,0
21189,1
12334,0
79709,0
99144,0
88896,1
26921,0
101203,0
464,0
24035,1
50800,0
5378,0
76109,0
101264,0
94394,0
63428,0
94078,0
44332,0
106415,0
57876,0
82065,0
59515,0
100247,0
18568,0
44634,0
89240,0
99605,0
11230,0
93113,0
78688,1
74859,0
66076,0
38456,0
62753,0
31782,1
15351,1
84616,0
59341,0
27731,1
24671,1
40089,0
51789,0
100544,0
48489,1
14880,0
85197,0
12559,1
14845,0
25032,0
76370,0
21049,1
22901,1
30262,1
86766,0
7900,1
95266,0
69822,0
3650,0
14199,0
1999,1
37034,0
24787,0
5292,1
15588,1
16740,0
27152,0
103900,1
80709,0
88412,0
79437,0
5489,1
87646,0
18533,1
75291,0
28583,0
37751,0
97303,0
3906,0
16475,1
81469,0
85663,0
65276,0
41705,0
21030,0
16441,0
18225,0
67447,1
25505,1
554,1
82332,0
85077,0
75659,0
42455,1
10515,0
56562,0
98204,0
97881,0
95991,1
56568,0
39499,0
98398,1
50016,0
96132,0
29918,1
27114,1
78631,0
58883,0
11560,0
55753,0
49302,1
65630,1
77604,0
65703,0
62854,0
1549,1
60549,0
30315,0
42025,0
32442,0
103199,0
54696,0
38957,0
4316,0
91748,0
2440,0
91940,0
72136,0
66291,0
106426,0
31652,0
11288,0
14087,0
55499,0
94540,0
41746,0
83676,0
5651,0
106669,0
52970,0
32217,0
51992,0
65829,0
70321,0
38988,0
91044,0
19207,1
84286,1
62488,0
90651,0
25261,0
50183,0
51699,1
68917,0
102793,0
24487,0
76584,0
64402,0
38959,1
89585,0
60944,0
34581,0
41259,1
7605,0
50434,0
103342,0
22455,0
25805,0
99148,0
31690,0
96640,0
93234,0
73726,0
45898,0
57487,0
39321,0
75328,0
54868,0
85919,0
63944,0
63242,0
84843,0
102005,0
68773,1
11753,1
72302,0
82275,0
25111,0
83764,0
61321,0
100498,0
55766,0
28052,0
31682,0
61795,0
81560,0
88179,0
50899,1
3226,1
43778,0
55990,1
27729,1
52072,0
99952,0
20700,1
30270,0
25941,0
84422,0
85980,0
87218,0
79927,0
80335,0
2363,0
59492,0
104435,0
39587,1
86783,0
77668,0
4074,0
3725,1
89112,0
86719,0
25784,0
8332,1
9454,1
3081,1
21007,0
8563,0
51002,0
27716,0
26657,0
58724,0
66026,0
57592,0
100474,0
16106,1
27188,0
75109,0
15463,1
93268,0
102165,0
24812,0
101281,0
102401,0
6518,0
55061,0
17287,0
82175,0
27553,0
29490,0
105844,0
5771,0
49795,1
104156,1
67454,0
66714,0
86037,0
29325,1
85802,0
35235,1
70693,1
89455,0
4122,1
21319,1
70961,0
78951,0
70171,0
68073,1
1680,1
64189,0
99947,0
39535,0
17204,0
76941,0
67066,1
56459,1
24619,1
89401,0
15448,1
58203,0
83776,0
23123,1
49388,0
93583,0
12259,0
50470,0
20531,0
99432,0
106728,0
47269,0
8486,1
23298,1
17417,0
17972,0
57137,0
67058,0
29681,1
22424,0
24738,0
88016,0
31053,0
46492,0
53560,0
20489,0
11388,0
42203,0
65038,0
33715,0
100656,0
104594,0
721,0
14900,0
31748,0
38033,0
53507,0
12973,0
39400,1
50583,0
93765,0
41861,1
77628,0
13182,0
11447,0
46445,0
10073,0
11341,0
2935,0
3460,0
103105,0
34115,1
103458,0
33148,1
30169,1
36049,1
77925,1
85591,0
70480,0
15991,0
32146,0
12107,1
85724,0
84222,0
57922,0
37375,0
37812,1
11191,1
4796,0
91200,0
32822,0
5607,0
65714,0
40800,1
58523,0
5158,1
19306,0
59424,0
31763,0
73501,0
14438,0
12639,0
102669,0
3843,0
60847,0
7664,1
75021,0
64916,0
101418,0
1138,0
40421,1
56772,0
28284,0
95495,0
71042,0
50994,1
96734,0
96788,0
9476,0
52830,0
83573,0
95739,0
7180,0
79407,0
84301,0
67484,1
59251,0
72981,0
73685,0
65646,0
24425,0
90289,0
16273,1
42234,0
34428,0
78000,0
80896,0
21879,0
8546,1
19665,1
75635,0
13734,0
43848,1
27981,0
52417,0
26845,0
89168,0
70894,0
75542,0
27419,0
25275,0
48896,0
96663,0
69551,0
95817,0
34766,0
89891,0
44484,0
69285,0
62737,0
6739,0
79019,0
17824,0
88328,0
21145,0
39877,0
74466,0
46725,0
33606,0
50380,0
93069,0
98756,0
95149,0
81266,0
29129,0
68195,0
79043,0
17439,0
9610,1
92676,0
12665,0
5149,0
106058,1
83322,0
20368,0
97098,0
28862,0
89451,0
4195,1
63528,0
26085,0
20477,1
84695,0
35864,1
54225,0
43006,0
62237,0
90685,0
76052,0
52305,0
47255,1
6049,1
20029,0
44315,1
36167,0
70696,0
87887,0
93137,0
7459,0
63586,0
1269,0
35586,0
40357,1
53266,0
101889,0
7581,0
101404,0
36705,0
28328,1
41391,1
97204,0
63442,0
59482,0
5300,1
27778,1
2429,1
73503,0
61839,0
94162,0
26001,0
48287,0
45679,0
91370,0
81537,0
79424,0
18412,0
82301,0
42904,1
29791,0
84744,0
69138,0
17337,0
63251,1
101532,0
67251,0
90426,0
19971,1
96956,1
47853,0
19558,0
101728,0
62564,0
18816,0
76982,0
95353,0
104294,0
69991,0
22344,0
9918,1
39724,0
84250,0
77748,0
106015,0
105384,0
16429,1
12366,0
69580,0
62935,0
29088,0
57987,0
22684,0
105479,0
41024,0
43603,0
12975,1
27466,1
106431,0
30377,0
82333,0
19991,1
105559,0
16126,0
103559,0
11673,1
42260,1
94305,0
59066,0
69762,0
70615,0
14640,1
69710,0
43286,0
17238,0
15211,1
44020,0
10099,1
276,0
30576,0
20522,0
3850,0
46721,1
799,1
42131,1
101949,1
83914,0
25100,0
87884,0
89309,0
25257,0
67259,0
42749,0
38613,0
19600,0
55323,0
64720,0
1098,1
24890,0
15340,0
82726,1
7854,0
30077,0
16874,0
32486,0
35031,1
54971,0
32729,1
40074,0
46074,0
15916,1
72717,0
49698,0
61791,0
61679,0
105859,0
11908,0
34077,1
17965,0
95404,1
52610,0
70188,0
48110,0
49751,0
51999,0
6864,0
9133,0
83379,1
51203,0
28990,0
60324,1
73312,0
24801,0
8038,1
89704,1
50486,0
106800,0
48526,0
10431,1
68170,0
67791,0
5444,1
88872,0
44845,1
13559,1
82172,0
31381,1
4613,0
1279,0
73087,0
85932,0
6911,0
82662,0
49219,1
67957,0
67812,0
23801,0
61270,0
106286,0
1418,1
29688,0
35076,0
88950,0
102901,0
77210,0
27296,1
80919,0
104436,0
37937,0
27831,0
69510,0
35148,1
102973,0
38534,0
22389,0
104098,0
8484,0
96477,0
31917,1
62355,1
101141,0
99140,0
39009,0
20624,0
47620,0
58365,0
69537,0
106983,1
19872,0
79555,1
38480,0
10039,0
16497,0
6597,0
18219,0
80083,0
32669,0
87301,0
48464,0
39945,0
100311,0
88923,0
92642,0
40510,0
63191,0
72985,0
82239,0
22458,0
79734,1
31653,0
22981,1
6627,1
17692,0
37925,0
73970,0
92219,1
26777,0
49193,0
28783,0
65219,0
6117,0
63820,0
38748,0
81171,0
103855,0
70518,0
92031,0
61511,0
67816,0
47225,0
92293,0
76127,0
91303,0
21353,1
68659,1
99035,0
15591,0
50252,0
13769,1
87728,0
42487,0
103372,0
61250,0
44076,0
68854,0
94595,1
26237,1
42100,0
38883,1
95762,0
34736,0
20355,0
91061,0
73298,0
50832,1
22385,1
86953,1
76729,0
16822,0
101406,0
101272,0
16872,0
64869,0
17366,0
54466,0
76787,0
46555,1
77931,0
103326,0
83697,0
20916,0
39123,1
79858,0
5851,1
38772,0
88363,0
55007,1
56879,1
47774,0
95725,0
101524,0
57880,0
56362,0
23143,1
105971,0
69257,0
69519,0
69440,0
98401,0
106657,0
46161,1
49278,1
31306,0
29880,1
65926,0
24889,0
103050,0
6747,0
45227,0
73277,0
89600,0
94829,0
4422,0
78311,0
63414,0
32870,0
102715,0
98373,0
63794,0
34548,1
61195,0
33338,0
21810,0
940,0
56306,1
70081,0
88859,1
21336,0
83099,0
44568,0
99937,0
59252,0
45785,0
36355,0
106939,0
87830,0
92228,1
26298,0
62160,0
82562,0
69741,0
78935,0
19365,0
21704,0
93714,0
17740,0
44,1
48796,0
80117,1
44509,0
13599,1
104801,0
32002,0
95160,0
30844,0
77056,0
103429,0
54075,0
35064,1
100815,0
97291,0
62768,0
23073,1
73303,0
35549,1
40841,0
31546,1
105536,0
79885,1
27360,0
63324,0
52651,0
29399,1
21291,0
75993,0
36290,1
81215,0
91020,1
39538,0
52209,0
20383,0
62192,0
72973,0
95384,0
91112,0
19561,0
45289,0
51595,0
86804,0
102962,0
2377,0
12669,0
89700,0
101487,0
44999,0
83911,0
47281,0
30158,0
105578,0
70076,0
83590,0
32318,0
52374,0
80225,0
87347,0
72601,0
37161,0
25563,1
48642,0
19818,0
49389,1
70086,0
29954,0
59714,0
86529,0
16856,0
90009,1
33163,0
55754,0
69847,0
12394,1
1410,0
80531,1
106241,0
27925,0
27262,0
3148,0
8662,0
44132,0
61692,0
77433,0
100712,0
96060,0
36558,0
105287,0
64037,1
4185,1
88820,0
80226,0
38187,1
14270,0
1847,1
3451,0
81971,0
63086,0
8532,0
21895,1
81957,0
6843,0
106399,0
47777,1
39378,0
57599,0
7696,0
102818,0
9018,1
93833,0
59248,0
40379,1
100971,0
85403,0
64260,0
9615,0
34345,1
30974,0
22480,1
36520,0
74879,0
45970,0
87581,0
2830,1
31529,1
40518,1
23196,0
60858,0
94082,1
77032,0
36385,1
61566,0
68011,0
77576,0
41045,1
42682,0
107022,0
85582,0
83299,0
43055,0
13874,1
84980,0
21423,1
9568,1
98036,0
97070,0
66845,0
20258,1
103353,0
73092,0
13488,1
70602,0
105623,0
96116,0
37998,0
101459,0
55522,1
74416,0
89499,0
93624,0
20816,0
89859,0
36799,0
96641,0
95945,0
101743,0
66237,0
92134,0
62097,0
19990,0
92498,0
6883,0
24309,1
58113,0
28522,0
81812,0
45582,0
44924,0
69402,0
64148,0
27228,0
105458,0
104659,0
77840,0
48787,0
23811,1
70831,0
34777,1
77747,0
30442,1
93543,0
103498,0
40336,0
3245,0
46430,0
7527,1
71529,1
97056,0
21923,1
47602,0
60905,0
31549,1
52468,0
34108,0
89764,0
77669,0
105643,0
52251,0
96591,0
90573,0
11850,0
98711,0
51745,0
27723,1
52591,0
24655,0
21283,1
15450,0
43014,1
75497,0
36744,1
78060,0
78490,0
54091,0
1395,0
27565,0
21601,0
25140,1
14346,0
71505,0
60900,0
42269,0
22499,0
31564,0
4828,0
34476,0
21575,0
12291,0
11724,0
60884,0
34979,0
105263,0
12098,0
27369,0
80890,0
106461,1
69249,0
60787,0
32105,1
45410,0
81746,0
17172,1
370,0
26593,1
54413,0
57154,0
104666,0
25425,0
56838,0
87317,0
45444,1
70507,0
94985,0
100381,0
33271,1
16665,0
88462,0
62880,0
28336,1
25054,0
96603,0
72545,0
33700,0
58274,0
32437,1
7775,0
42776,1
